1000
  16 	      771 	 1935
  33 	      255 	 1949
  38 	      241 	 1963
   1 	      481 	 1980
  50 	       70 	 1990
  19 	      306 	 2023
  32 	      298 	 2033
  34 	      345 	 2058
  14 	      800 	 2069
  50 	      617 	 2108
  24 	      632 	 2126
  41 	      152 	 2137
  17 	      795 	 2152
  41 	      543 	 2188
  43 	      781 	 2210
  46 	      187 	 2214
  19 	      420 	 2216
  49 	      605 	 2255
  10 	      231 	 2290
  43 	      582 	 2311
   2 	      308 	 2323
  22 	      764 	 2367
  50 	       28 	 2396
  40 	       62 	 2416
  18 	      588 	 2449
  28 	      747 	 2488
   9 	      595 	 2522
  23 	       96 	 2548
  32 	      583 	 2577
  43 	      145 	 2594
   1 	      266 	 2594
  23 	       26 	 2619
  43 	      309 	 2642
  49 	       93 	 2681
  41 	      702 	 2702
  20 	      515 	 2714
   6 	       51 	 2733
  30 	       36 	 2766
  27 	      385 	 2776
  11 	      635 	 2820
  35 	      770 	 2860
  22 	      788 	 2889
  14 	      842 	 2918
  27 	       34 	 2922
   3 	      395 	 2933
  35 	      584 	 2945
  19 	      583 	 2979
  23 	      385 	 3012
  49 	      175 	 3015
   4 	      183 	 3048
  34 	      146 	 3056
  41 	      583 	 3093
  47 	      567 	 3117
   1 	      337 	 3120
  48 	      588 	 3130
   4 	      428 	 3163
  48 	      186 	 3185
  37 	       28 	 3202
  47 	      692 	 3240
   8 	      640 	 3271
  11 	      657 	 3292
  11 	      795 	 3300
  28 	      447 	 3323
   7 	      135 	 3367
  48 	      584 	 3395
  40 	      171 	 3398
   4 	      471 	 3424
  48 	       55 	 3458
   2 	      438 	 3472
  40 	      525 	 3502
  28 	      319 	 3531
  50 	      589 	 3551
  30 	       12 	 3576
  28 	      695 	 3619
  22 	      774 	 3658
  18 	      215 	 3670
  46 	       30 	 3709
  30 	      587 	 3721
  41 	      160 	 3745
  27 	      615 	 3771
  43 	      229 	 3798
  24 	      420 	 3819
  10 	       79 	 3834
  47 	      832 	 3866
  35 	      691 	 3897
  25 	       30 	 3926
  19 	      550 	 3949
  13 	      743 	 3989
  47 	      637 	 3998
  17 	      291 	 4016
  30 	      559 	 4026
  48 	      191 	 4032
  31 	      408 	 4060
   8 	      596 	 4062
  37 	      259 	 4087
  13 	      825 	 4114
  30 	      141 	 4148
  40 	      369 	 4168
  42 	      717 	 4201
  38 	      359 	 4244
  17 	      665 	 4278
   7 	       46 	 4284
  11 	      578 	 4301
   6 	      368 	 4318
  19 	      108 	 4321
  24 	      573 	 4329
  38 	      712 	 4342
   8 	      127 	 4354
  15 	       46 	 4378
   1 	      416 	 4401
  39 	      372 	 4404
  25 	      570 	 4441
  32 	      370 	 4459
  21 	      278 	 4466
  40 	      492 	 4509
  23 	       11 	 4537
  48 	      556 	 4574
  33 	      567 	 4591
  42 	      786 	 4606
  22 	      156 	 4640
  42 	      242 	 4656
  32 	      542 	 4673
  41 	      829 	 4708
  49 	      450 	 4739
  17 	      641 	 4746
  32 	      388 	 4772
   5 	      309 	 4812
  19 	      118 	 4842
  13 	      395 	 4881
  28 	      380 	 4922
   5 	      217 	 4925
   8 	      152 	 4937
  45 	       16 	 4958
  28 	      815 	 4969
  11 	      163 	 4989
  14 	      706 	 5018
  12 	       60 	 5047
  42 	      628 	 5067
  15 	      212 	 5095
  44 	      549 	 5095
  33 	      363 	 5132
  18 	      453 	 5165
  25 	      755 	 5178
  37 	      580 	 5186
  25 	      633 	 5219
  30 	      558 	 5246
  26 	      579 	 5285
  11 	      621 	 5294
  18 	      189 	 5314
  38 	      496 	 5342
  44 	      638 	 5380
  26 	      224 	 5400
  19 	        8 	 5436
  14 	      606 	 5476
   9 	      775 	 5500
  22 	      736 	 5503
  36 	       32 	 5506
   5 	      662 	 5526
   1 	      205 	 5534
  36 	      117 	 5534
  40 	      776 	 5539
  18 	       75 	 5567
  28 	      703 	 5603
  16 	      139 	 5614
   6 	      469 	 5632
  12 	      583 	 5664
  47 	      134 	 5700
  21 	      447 	 5722
  28 	       37 	 5732
  34 	      177 	 5775
  31 	      354 	 5792
   1 	       85 	 5820
  15 	      464 	 5847
  48 	      339 	 5859
  36 	      505 	 5878
   5 	      532 	 5901
  37 	      561 	 5914
  10 	      537 	 5941
  34 	      234 	 5984
  24 	      687 	 6021
  23 	       67 	 6051
  22 	       72 	 6066
  48 	      710 	 6092
  20 	      725 	 6133
   4 	      722 	 6156
   8 	      844 	 6159
   7 	      134 	 6189
  35 	      529 	 6213
  49 	      784 	 6219
  49 	      258 	 6261
  22 	      340 	 6305
   7 	      745 	 6321
  25 	      284 	 6360
   1 	       77 	 6374
   4 	      690 	 6378
  39 	       54 	 6414
  18 	       24 	 6457
  38 	      306 	 6489
  23 	      296 	 6519
   1 	      662 	 6554
   5 	      103 	 6575
  14 	      664 	 6619
  32 	      104 	 6622
  21 	      792 	 6639
  32 	      316 	 6659
  47 	      238 	 6678
  23 	      245 	 6684
  48 	      479 	 6723
  32 	      629 	 6733
   8 	      297 	 6748
  50 	      169 	 6755
  34 	      527 	 6759
  28 	      176 	 6801
  33 	      459 	 6807
  17 	      620 	 6847
  33 	      118 	 6872
  37 	      642 	 6897
  41 	      634 	 6921
  27 	      203 	 6961
  43 	      766 	 6964
  40 	       42 	 6964
  37 	      703 	 7002
  44 	      528 	 7045
  33 	      442 	 7060
   6 	       95 	 7080
  16 	      389 	 7092
   4 	      745 	 7124
  34 	      341 	 7166
  48 	      328 	 7202
  20 	      368 	 7238
  50 	       63 	 7241
  40 	      789 	 7244
  11 	      672 	 7286
  41 	      661 	 7320
   3 	       68 	 7322
  28 	      270 	 7334
  17 	      443 	 7341
  42 	      200 	 7374
  49 	      447 	 7374
  27 	      120 	 7390
  29 	      147 	 7403
   9 	      696 	 7446
  48 	      398 	 7468
  25 	      692 	 7473
  26 	      558 	 7516
  13 	      830 	 7558
  22 	      564 	 7592
  40 	      617 	 7598
  10 	      144 	 7625
   5 	      192 	 7627
  23 	       50 	 7658
   3 	      605 	 7690
  33 	      234 	 7732
   5 	       96 	 7762
   7 	      430 	 7771
  41 	      686 	 7772
  23 	      204 	 7804
  10 	      359 	 7840
  31 	      646 	 7866
  41 	      546 	 7866
   3 	        8 	 7897
  20 	      572 	 7938
  34 	      284 	 7940
   1 	       21 	 7973
  18 	      451 	 8012
  33 	      369 	 8041
  26 	      472 	 8057
  13 	      141 	 8071
  37 	        3 	 8082
  45 	      505 	 8096
  15 	      288 	 8135
  27 	      129 	 8158
  40 	       92 	 8168
   3 	      788 	 8196
  41 	      372 	 8240
  32 	      674 	 8284
  36 	      617 	 8284
  28 	      348 	 8307
  49 	      268 	 8312
   6 	      734 	 8325
   7 	      461 	 8328
  24 	      761 	 8349
   9 	      342 	 8389
  46 	       70 	 8415
  41 	      254 	 8425
   1 	      477 	 8440
  15 	      161 	 8469
  10 	      772 	 8483
  45 	      772 	 8521
   2 	      379 	 8534
  20 	      352 	 8557
   5 	       65 	 8573
  26 	      517 	 8614
  18 	      719 	 8616
  30 	      271 	 8654
  32 	      471 	 8698
   8 	      209 	 8704
  34 	      588 	 8741
  23 	      698 	 8758
  13 	      328 	 8766
  48 	      409 	 8799
  42 	      384 	 8840
  25 	      379 	 8858
  36 	      487 	 8883
  31 	       16 	 8897
  49 	      815 	 8914
  25 	      602 	 8914
  42 	      625 	 8924
  31 	      813 	 8947
  40 	      587 	 8955
  24 	      681 	 8992
  44 	       76 	 9007
  21 	      378 	 9022
  14 	      452 	 9055
  21 	      580 	 9067
  30 	      384 	 9082
  44 	      340 	 9086
  25 	      823 	 9110
  37 	       66 	 9152
  20 	      113 	 9160
  31 	      702 	 9198
  38 	      502 	 9212
  50 	      840 	 9223
  40 	      123 	 9235
  31 	      761 	 9275
  50 	      272 	 9311
  32 	      616 	 9325
  34 	      726 	 9342
  38 	      558 	 9350
  20 	      809 	 9354
  45 	      543 	 9373
  10 	      800 	 9416
   4 	      271 	 9450
   6 	      395 	 9453
  50 	      597 	 9487
  16 	      474 	 9494
   4 	      842 	 9529
  38 	      395 	 9551
  13 	      818 	 9581
   6 	      813 	 9625
  12 	      122 	 9654
   4 	      269 	 9681
  22 	      699 	 9691
  44 	       96 	 9697
  29 	      603 	 9739
   1 	      690 	 9741
  38 	      526 	 9747
  40 	      663 	 9760
  27 	      447 	 9769
  37 	      157 	 9806
  43 	      536 	 9820
  22 	      177 	 9850
  17 	      427 	 9874
  24 	      432 	 9912
  35 	      742 	 9914
  32 	      844 	 9928
  16 	      591 	 9936
  20 	      598 	 9941
  23 	      744 	 9976
  20 	      108 	 9987
  27 	      345 	 10028
  41 	      518 	 10036
  23 	      368 	 10045
  28 	      593 	 10078
  13 	      313 	 10079
  25 	      766 	 10122
  37 	      520 	 10162
  45 	      629 	 10187
  42 	      641 	 10216
  38 	      742 	 10244
  41 	      684 	 10281
  14 	      170 	 10314
   8 	      101 	 10325
  47 	      756 	 10353
  26 	      324 	 10358
  22 	      469 	 10389
  35 	      187 	 10399
   7 	        3 	 10414
  23 	      163 	 10428
  12 	      684 	 10446
  12 	      672 	 10463
  17 	      450 	 10497
  45 	      407 	 10512
  18 	      551 	 10535
   8 	      254 	 10555
   1 	      685 	 10557
  27 	      782 	 10592
   4 	      288 	 10592
  49 	      648 	 10628
  38 	      495 	 10634
  41 	      783 	 10645
  34 	      163 	 10662
  10 	      213 	 10687
  40 	      454 	 10687
   5 	      216 	 10713
  15 	      442 	 10729
  50 	      634 	 10734
  40 	      251 	 10774
  37 	      135 	 10794
  30 	      508 	 10811
   8 	      207 	 10827
  12 	      760 	 10843
   4 	      645 	 10855
  45 	      390 	 10878
  32 	      536 	 10916
  38 	      142 	 10934
  39 	      309 	 10973
  21 	      591 	 11001
  37 	      357 	 11008
  14 	      403 	 11043
  11 	      146 	 11077
  43 	      259 	 11105
  26 	      559 	 11118
   4 	      391 	 11160
  49 	      734 	 11177
  17 	      363 	 11219
  10 	      810 	 11254
   4 	      316 	 11256
   4 	      230 	 11282
   8 	      353 	 11296
   5 	      762 	 11327
  35 	      118 	 11327
  35 	      703 	 11354
  14 	      192 	 11364
  11 	      730 	 11403
  36 	      208 	 11408
  48 	      341 	 11437
  50 	      702 	 11456
  35 	      695 	 11470
  36 	      250 	 11475
  37 	      507 	 11476
  43 	      193 	 11495
  20 	       67 	 11539
  17 	      560 	 11539
  34 	      797 	 11575
  48 	      466 	 11601
   1 	      769 	 11632
  30 	      322 	 11672
   9 	      562 	 11713
  26 	      153 	 11732
  41 	      771 	 11733
  19 	      656 	 11762
  50 	      279 	 11803
   9 	      414 	 11810
   4 	      603 	 11837
  33 	      103 	 11859
  11 	      335 	 11893
  47 	      630 	 11922
  47 	      245 	 11964
  16 	       50 	 11985
  12 	      184 	 12012
  38 	      562 	 12019
  32 	      669 	 12032
  30 	      575 	 12053
  44 	      259 	 12056
  36 	      245 	 12098
  43 	      741 	 12114
  14 	      181 	 12120
   1 	      542 	 12152
  35 	      825 	 12177
   1 	      434 	 12205
  40 	       89 	 12209
  44 	      410 	 12233
  33 	      617 	 12238
  24 	      211 	 12274
   2 	      200 	 12300
  16 	      633 	 12301
  14 	      584 	 12345
  28 	      590 	 12354
  15 	      152 	 12395
   8 	      697 	 12426
  41 	      242 	 12444
  38 	      718 	 12475
  44 	      282 	 12511
  21 	      621 	 12512
  22 	      433 	 12548
  35 	      664 	 12577
  18 	      172 	 12612
  18 	      431 	 12642
  34 	      207 	 12669
  33 	      610 	 12708
  24 	      549 	 12725
  48 	      380 	 12739
  36 	      343 	 12744
  19 	      382 	 12749
  40 	      121 	 12779
  37 	       20 	 12804
   3 	      603 	 12811
   5 	      574 	 12814
  41 	      688 	 12815
  48 	      290 	 12847
  29 	      231 	 12876
  21 	      396 	 12879
  21 	      134 	 12910
  11 	      488 	 12951
  18 	      396 	 12968
  43 	      698 	 12968
   4 	      120 	 13011
  13 	      521 	 13051
  49 	      797 	 13074
  27 	      254 	 13107
   4 	      434 	 13126
  24 	      100 	 13162
  24 	      184 	 13203
  45 	      121 	 13228
  13 	      530 	 13268
  48 	      581 	 13294
  35 	       90 	 13320
  43 	      288 	 13351
  39 	      760 	 13384
   9 	      662 	 13391
  35 	      390 	 13397
  41 	      705 	 13438
  24 	      294 	 13473
  21 	      561 	 13475
   3 	      193 	 13519
   8 	      372 	 13522
  26 	      271 	 13524
   9 	      491 	 13534
  11 	      129 	 13573
  24 	       86 	 13578
  49 	      436 	 13603
  10 	      360 	 13603
  33 	      671 	 13627
  34 	      239 	 13633
  28 	      183 	 13651
  32 	      480 	 13654
  42 	      135 	 13673
   9 	      114 	 13678
   2 	      304 	 13702
  18 	      237 	 13703
  33 	      799 	 13732
   6 	      313 	 13769
   8 	      569 	 13792
  12 	      274 	 13829
  20 	      394 	 13848
  39 	      397 	 13852
  19 	      447 	 13882
  43 	      631 	 13924
   5 	      392 	 13936
  44 	      489 	 13976
  22 	      320 	 14004
  21 	       59 	 14009
  35 	      624 	 14014
  34 	      618 	 14038
  43 	      599 	 14059
  14 	      129 	 14099
   5 	      211 	 14106
  43 	      483 	 14113
  35 	      804 	 14141
  45 	      669 	 14144
  45 	      797 	 14149
  35 	      143 	 14156
  26 	      128 	 14166
   3 	      575 	 14179
  47 	       31 	 14194
  41 	      370 	 14230
  13 	      809 	 14269
   5 	      207 	 14276
  29 	      583 	 14303
  39 	      763 	 14305
  48 	      137 	 14329
  45 	      564 	 14368
  33 	       31 	 14406
  20 	      167 	 14406
  18 	      399 	 14434
  50 	      275 	 14478
   1 	      405 	 14493
  43 	      603 	 14516
  15 	      654 	 14537
  22 	      102 	 14571
  11 	      497 	 14571
   3 	      466 	 14583
  17 	      494 	 14614
  40 	      145 	 14631
   7 	      250 	 14632
  12 	      143 	 14645
  16 	      800 	 14646
  27 	      524 	 14672
  35 	       12 	 14683
  28 	      281 	 14712
  48 	       93 	 14752
  40 	      673 	 14769
  37 	       43 	 14782
  18 	      664 	 14813
  37 	      572 	 14821
  38 	      643 	 14825
  18 	      615 	 14836
  35 	      663 	 14873
  46 	      565 	 14903
  32 	      487 	 14941
  31 	      558 	 14946
  43 	      701 	 14973
  12 	        1 	 15007
  20 	      608 	 15045
  36 	      782 	 15086
  31 	      289 	 15103
   1 	      251 	 15129
  47 	      653 	 15160
  15 	      192 	 15178
  17 	      163 	 15185
  26 	      453 	 15218
   3 	      510 	 15231
  50 	      797 	 15242
  36 	      749 	 15248
  50 	       90 	 15277
   3 	      763 	 15306
  50 	      585 	 15340
  14 	      569 	 15378
  17 	      179 	 15407
  45 	       68 	 15418
  27 	       87 	 15439
  10 	      125 	 15454
  35 	      640 	 15464
  36 	      830 	 15484
  32 	       93 	 15484
  13 	      693 	 15517
  15 	      102 	 15520
   4 	      841 	 15524
  20 	      820 	 15561
   6 	      184 	 15602
  43 	       53 	 15619
  16 	      564 	 15634
  16 	      727 	 15658
   8 	      326 	 15699
   9 	      398 	 15706
  11 	       30 	 15728
  39 	      572 	 15742
  47 	      796 	 15750
  31 	      507 	 15794
   8 	      742 	 15806
  46 	      818 	 15814
  18 	      137 	 15834
  30 	      686 	 15851
  32 	      724 	 15868
   8 	      366 	 15886
  13 	      548 	 15904
  47 	      340 	 15945
  11 	      754 	 15951
  20 	      452 	 15986
  41 	      460 	 16015
  20 	      639 	 16023
  33 	      649 	 16059
  46 	      194 	 16068
  38 	      761 	 16080
   2 	        9 	 16115
  15 	      567 	 16148
  44 	      589 	 16149
   2 	      392 	 16174
  45 	      183 	 16200
  40 	      567 	 16242
  46 	      251 	 16266
   4 	      345 	 16306
  33 	      568 	 16314
  49 	      168 	 16334
   6 	      315 	 16360
  18 	      776 	 16394
  41 	      733 	 16429
  19 	      126 	 16459
  44 	      596 	 16500
   2 	      111 	 16530
   2 	      686 	 16538
  36 	      388 	 16566
  26 	      412 	 16602
   1 	      598 	 16643
  43 	      823 	 16672
  11 	      820 	 16691
  15 	      290 	 16713
   6 	      418 	 16716
  43 	      479 	 16736
  47 	       78 	 16747
   9 	      521 	 16760
  47 	      122 	 16800
  45 	      375 	 16801
   1 	      628 	 16841
   4 	      590 	 16882
   6 	       57 	 16921
  20 	      653 	 16943
  45 	      430 	 16948
  30 	      625 	 16954
  21 	      155 	 16974
   9 	      219 	 16982
  37 	      435 	 17012
  14 	      515 	 17012
  22 	      182 	 17034
   9 	      447 	 17067
  30 	      576 	 17075
   4 	      284 	 17077
  23 	      516 	 17112
   3 	      337 	 17130
  41 	      771 	 17167
  37 	      236 	 17168
  47 	      476 	 17207
   2 	      820 	 17228
  34 	      413 	 17241
  43 	      272 	 17266
  22 	      799 	 17309
  32 	      277 	 17311
  39 	      685 	 17333
   2 	      332 	 17356
  10 	      326 	 17376
  15 	      114 	 17413
  23 	      216 	 17455
  30 	      122 	 17479
  31 	      837 	 17491
  29 	       34 	 17522
  29 	      207 	 17530
  37 	      352 	 17544
  26 	      705 	 17584
  40 	      634 	 17622
   9 	      345 	 17650
   6 	      839 	 17675
  40 	      642 	 17679
  47 	      401 	 17714
  44 	      631 	 17749
   1 	      667 	 17788
  29 	      537 	 17817
   7 	      390 	 17844
  42 	      303 	 17873
   9 	      365 	 17912
   9 	      493 	 17936
  32 	      398 	 17977
  19 	      111 	 18011
  14 	      525 	 18029
  19 	      350 	 18029
  21 	      212 	 18036
  12 	      168 	 18049
  13 	      385 	 18071
   6 	      506 	 18114
  30 	      584 	 18116
  40 	      736 	 18149
  46 	       23 	 18163
  12 	       38 	 18197
  12 	      577 	 18205
  27 	      701 	 18247
  33 	      616 	 18283
  12 	      353 	 18288
  42 	      334 	 18306
  11 	       63 	 18350
  45 	      458 	 18390
  34 	      461 	 18427
  38 	      416 	 18467
  14 	      744 	 18481
  49 	      179 	 18511
  42 	      181 	 18530
  36 	      535 	 18568
  32 	       11 	 18590
  10 	      622 	 18610
  25 	      221 	 18618
  22 	      383 	 18633
   7 	      412 	 18639
  40 	      383 	 18673
   7 	      693 	 18694
  21 	      819 	 18695
   3 	      226 	 18733
  19 	      751 	 18736
  43 	      701 	 18738
  35 	      242 	 18741
  12 	      400 	 18782
  25 	      621 	 18800
   7 	       10 	 18840
  48 	      361 	 18847
  45 	        5 	 18869
   8 	       39 	 18899
   2 	      407 	 18900
  50 	      749 	 18929
  40 	      203 	 18938
  35 	      181 	 18943
  23 	      170 	 18979
  19 	      660 	 18996
  19 	      203 	 19038
   4 	      532 	 19051
  16 	      158 	 19066
  20 	       38 	 19090
  10 	      563 	 19115
  33 	      640 	 19115
  23 	      171 	 19146
  14 	      655 	 19160
  15 	      379 	 19179
   1 	      205 	 19183
  45 	      515 	 19225
   5 	      661 	 19267
  18 	      820 	 19276
  44 	      840 	 19284
   5 	       59 	 19287
   1 	      610 	 19326
   1 	      704 	 19362
  49 	      195 	 19405
  28 	      385 	 19428
   5 	      195 	 19447
  49 	       32 	 19449
  21 	      332 	 19470
  20 	      823 	 19508
  41 	      664 	 19537
  39 	      107 	 19568
  17 	      403 	 19569
  28 	      823 	 19596
  10 	      509 	 19611
  50 	      489 	 19639
  18 	      513 	 19646
  39 	      395 	 19673
  27 	      337 	 19707
  40 	      238 	 19724
  43 	      257 	 19748
   7 	      643 	 19750
  44 	      482 	 19758
  37 	      411 	 19769
  10 	      388 	 19811
  27 	       17 	 19844
  50 	      309 	 19847
  32 	      835 	 19855
  21 	      633 	 19893
  15 	      363 	 19915
  40 	      211 	 19959
  36 	      600 	 19988
   8 	      741 	 20028
   8 	      397 	 20047
  34 	      486 	 20055
  38 	      784 	 20062
  49 	      402 	 20062
  19 	      807 	 20068
  50 	      340 	 20104
  10 	      390 	 20131
  22 	       89 	 20134
  26 	      314 	 20149
  13 	      539 	 20184
  48 	      106 	 20211
  12 	       51 	 20235
  18 	      669 	 20278
  10 	      551 	 20306
  10 	      209 	 20330
   8 	       38 	 20351
  31 	      588 	 20373
  18 	      403 	 20409
  14 	      587 	 20453
  24 	      517 	 20468
  45 	      246 	 20479
  14 	      614 	 20513
  40 	      315 	 20520
  50 	      212 	 20528
  43 	      827 	 20538
   5 	      456 	 20565
   3 	      365 	 20567
   5 	      282 	 20583
   2 	        1 	 20591
  28 	      539 	 20620
  40 	      525 	 20649
  46 	      356 	 20670
  31 	      731 	 20697
  33 	      529 	 20699
   4 	      577 	 20735
  11 	      623 	 20757
   3 	      374 	 20783
  41 	      218 	 20827
  49 	      673 	 20863
  49 	      146 	 20886
   5 	      236 	 20927
  14 	      415 	 20961
  43 	      307 	 20987
   5 	      376 	 21010
  15 	      111 	 21025
  28 	      781 	 21057
   5 	      731 	 21057
  26 	      763 	 21057
  11 	      433 	 21072
  24 	      541 	 21087
  39 	      757 	 21101
  50 	      695 	 21124
  26 	      753 	 21157
   2 	      827 	 21169
  33 	      283 	 21183
  10 	      161 	 21201
  37 	       69 	 21238
  18 	      587 	 21244
  10 	      303 	 21259
  10 	       64 	 21264
   2 	      836 	 21267
  21 	      819 	 21307
  15 	      368 	 21316
  15 	      427 	 21358
   4 	      465 	 21394
  33 	      426 	 21399
  18 	      301 	 21401
   5 	       34 	 21422
  43 	      699 	 21439
  26 	        2 	 21472
   1 	      842 	 21474
  24 	      282 	 21491
  10 	      644 	 21513
   1 	      328 	 21556
   3 	      769 	 21578
  32 	      385 	 21609
  12 	      802 	 21616
  49 	      427 	 21618
  22 	       21 	 21634
  41 	      446 	 21668
  31 	      122 	 21679
  30 	      448 	 21692
  37 	      211 	 21726
  29 	      163 	 21727
  10 	      714 	 21759
   9 	      239 	 21770
  35 	      172 	 21780
  30 	      369 	 21793
   9 	      568 	 21833
  33 	      655 	 21851
  12 	      477 	 21853
  48 	      667 	 21888
  13 	      767 	 21924
  22 	       96 	 21932
  39 	      557 	 21969
  18 	      291 	 22008
  41 	      783 	 22020
